"product_id","graphql_id","title","handle","vendor","status","online_store_url","metafield_type","metafield_url","normalized_metafield_url","url_status","http_status","final_url","final_domain","redirect_count","official_website_assessment","landing_type","page_title","heading","failure_reason","notes"
"9096035762415","gid://shopify/Product/9096035762415","KnownHost Entry Shared Hosting","shared-hosting-knownhost-entry","KnownHost","ACTIVE","","url","https://www.knownhost.com/web-hosting","https://www.knownhost.com/web-hosting","working","200","https://www.knownhost.com/web-hosting","knownhost.com","0","likely_official_website","product_page","Shared Web Hosting | Fast, Affordable & cPanel Included | KnownHost","Web Hosting","","title_token_matches:3 | vendor_token_matches:1"
"9096035827951","gid://shopify/Product/9096035827951","KnownHost Professional Shared Hosting","shared-hosting-knownhost-professional","KnownHost","ACTIVE","","url","https://www.knownhost.com/web-hosting","https://www.knownhost.com/web-hosting","working","200","https://www.knownhost.com/web-hosting","knownhost.com","0","likely_official_website","product_page","Shared Web Hosting | Fast, Affordable & cPanel Included | KnownHost","Web Hosting","","title_token_matches:3 | vendor_token_matches:1"
"9096035893487","gid://shopify/Product/9096035893487","KnownHost Standard Shared Hosting","shared-hosting-knownhost-standard","KnownHost","ACTIVE","","url","https://www.knownhost.com/web-hosting","https://www.knownhost.com/web-hosting","working","200","https://www.knownhost.com/web-hosting","knownhost.com","0","likely_official_website","product_page","Shared Web Hosting | Fast, Affordable & cPanel Included | KnownHost","Web Hosting","","title_token_matches:3 | vendor_token_matches:1"
"9096035959023","gid://shopify/Product/9096035959023","MochaHost Business Shared Hosting","shared-hosting-mochahost-business","MochaHost","ACTIVE","","url","https://mochahost.com/web-hosting","https://mochahost.com/web-hosting","working","200","https://mochahost.com/web-hosting","mochahost.com","0","likely_official_website","product_page","Affordable Web Hosting Solutions | Mochahost","Web hosting solutions, that energize your online presence.","","title_token_matches:2 | vendor_token_matches:1"
"9096036024559","gid://shopify/Product/9096036024559","MochaHost Java Shared Hosting","shared-hosting-mochahost-java","MochaHost","ACTIVE","","url","https://mochahost.com/java-tomcat-hosting","https://mochahost.com/java-tomcat-hosting","working","200","https://mochahost.com/java-tomcat-hosting","mochahost.com","0","likely_official_website","product_page","Java Tomcat Hosting | Mochahost","Java hosting that&#x2019;s been percolated to perfection .","","title_token_matches:3 | vendor_token_matches:1"
"9096036122863","gid://shopify/Product/9096036122863","MochaHost Mochaccino Shared Hosting","shared-hosting-mochahost-mochaccino","MochaHost","ACTIVE","","url","https://mochahost.com/web-hosting","https://mochahost.com/web-hosting","working","200","https://mochahost.com/web-hosting","mochahost.com","0","likely_official_website","product_page","Affordable Web Hosting Solutions | Mochahost","Web hosting solutions, that energize your online presence.","","title_token_matches:2 | vendor_token_matches:1"
"9096036188399","gid://shopify/Product/9096036188399","MochaHost Soho Shared Hosting","shared-hosting-mochahost-soho","MochaHost","ACTIVE","","url","https://mochahost.com/web-hosting","https://mochahost.com/web-hosting","working","200","https://mochahost.com/web-hosting","mochahost.com","0","likely_official_website","product_page","Affordable Web Hosting Solutions | Mochahost","Web hosting solutions, that energize your online presence.","","title_token_matches:2 | vendor_token_matches:1"
"9096036253935","gid://shopify/Product/9096036253935","Namecheap Stellar Shared Hosting","shared-hosting-namecheap-stellar","Namecheap","ACTIVE","","url","https://www.namecheap.com/hosting/shared","https://www.namecheap.com/hosting/shared","unreachable","403","https://www.namecheap.com/hosting/shared","namecheap.com","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:3 | vendor_token_matches:1 | http_403"
"9096036319471","gid://shopify/Product/9096036319471","Namecheap Stellar Business Shared Hosting","shared-hosting-namecheap-stellar-business","Namecheap","ACTIVE","","url","https://www.namecheap.com/hosting/shared","https://www.namecheap.com/hosting/shared","unreachable","403","https://www.namecheap.com/hosting/shared","namecheap.com","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:3 | vendor_token_matches:1 | http_403"
"9096036385007","gid://shopify/Product/9096036385007","Namecheap Stellar Plus Shared Hosting","shared-hosting-namecheap-stellar-plus","Namecheap","ACTIVE","","url","https://www.namecheap.com/hosting/shared","https://www.namecheap.com/hosting/shared","unreachable","403","https://www.namecheap.com/hosting/shared","namecheap.com","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:3 | vendor_token_matches:1 | http_403"
"9096036450543","gid://shopify/Product/9096036450543","ScalaHosting Advanced Shared Hosting","shared-hosting-scalahosting-advanced","ScalaHosting","ACTIVE","","url","https://www.scalahosting.com/web-hosting-for-small-business.html","https://www.scalahosting.com/web-hosting-for-small-business.html","working","200","https://www.scalahosting.com/web-hosting-for-small-business.html","scalahosting.com","0","likely_official_website","product_page","Web Hosting for Small Business Websites - Fast & Secure | ScalaHosting","WEB HOSTING FOR SMALL BUSINESS","","title_token_matches:2 | vendor_token_matches:1"
"9096036516079","gid://shopify/Product/9096036516079","ScalaHosting Entry Shared Hosting","shared-hosting-scalahosting-entry","ScalaHosting","ACTIVE","","url","https://www.scalahosting.com/shared-hosting","https://www.scalahosting.com/shared-hosting","unreachable","404","https://www.scalahosting.com/shared-hosting","scalahosting.com","0","likely_official_website","unreachable","ScalaHosting: Fastest Hosting. Real Humans. Perfect Score | ScalaHosting","404","http_404","title_token_matches:3 | vendor_token_matches:1 | http_404"
"9096036581615","gid://shopify/Product/9096036581615","ScalaHosting Mini Shared Hosting","shared-hosting-scalahosting-mini","ScalaHosting","ACTIVE","","url","https://www.scalahosting.com/shared-hosting","https://www.scalahosting.com/shared-hosting","unreachable","404","https://www.scalahosting.com/shared-hosting","scalahosting.com","0","likely_official_website","unreachable","ScalaHosting: Fastest Hosting. Real Humans. Perfect Score | ScalaHosting","404","http_404","title_token_matches:3 | vendor_token_matches:1 | http_404"
"9096036647151","gid://shopify/Product/9096036647151","ScalaHosting Start Shared Hosting","shared-hosting-scalahosting-start","ScalaHosting","ACTIVE","","url","https://www.scalahosting.com/shared-hosting","https://www.scalahosting.com/shared-hosting","unreachable","404","https://www.scalahosting.com/shared-hosting","scalahosting.com","0","likely_official_website","unreachable","ScalaHosting: Fastest Hosting. Real Humans. Perfect Score | ScalaHosting","404","http_404","title_token_matches:3 | vendor_token_matches:1 | http_404"
"9096036712687","gid://shopify/Product/9096036712687","SiteGround GoGeek Shared Hosting","shared-hosting-siteground-gogeek","SiteGround","ACTIVE","","url","https://www.siteground.com/web-hosting","https://www.siteground.com/web-hosting","unreachable","404","https://www.siteground.com/web-hosting","siteground.com","0","likely_official_website","unreachable","Error 404 - Page Not Found","404 - Not found","http_404","title_token_matches:2 | vendor_token_matches:1 | http_404"
"9096036876527","gid://shopify/Product/9096036876527","TMDHosting Business Shared Hosting","shared-hosting-tmdhosting-business","TMDHosting","ACTIVE","","url","https://www.tmdhosting.com/shared-hosting.html","https://www.tmdhosting.com/shared-hosting.html","working","200","https://www.tmdhosting.com/shared-hosting.html","tmdhosting.com","0","likely_official_website","product_page","Managed Shared Hosting Crafted for Superior Performance | TMDHosting","cPanel based Linux shared hosting that empowers your website or app","","title_token_matches:3 | vendor_token_matches:1"
"9096036942063","gid://shopify/Product/9096036942063","TMDHosting Enterprise Shared Hosting","shared-hosting-tmdhosting-enterprise","TMDHosting","ACTIVE","","url","https://www.tmdhosting.com/shared-hosting.html","https://www.tmdhosting.com/shared-hosting.html","working","200","https://www.tmdhosting.com/shared-hosting.html","tmdhosting.com","0","likely_official_website","product_page","Managed Shared Hosting Crafted for Superior Performance | TMDHosting","cPanel based Linux shared hosting that empowers your website or app","","title_token_matches:3 | vendor_token_matches:1"
"9096037007599","gid://shopify/Product/9096037007599","TMDHosting Starter Shared Hosting","shared-hosting-tmdhosting-starter","TMDHosting","ACTIVE","","url","https://www.tmdhosting.com/shared-hosting.html","https://www.tmdhosting.com/shared-hosting.html","working","200","https://www.tmdhosting.com/shared-hosting.html","tmdhosting.com","0","likely_official_website","product_page","Managed Shared Hosting Crafted for Superior Performance | TMDHosting","cPanel based Linux shared hosting that empowers your website or app","","title_token_matches:3 | vendor_token_matches:1"
"9096037073135","gid://shopify/Product/9096037073135","UltaHost Shared Business Hosting","shared-hosting-ultahost-business","UltaHost","ACTIVE","","url","https://ultahost.com/shared-hosting","https://ultahost.com/shared-hosting","working","200","https://ultahost.com/shared-hosting","ultahost.com","0","likely_official_website","product_page","Shared Hosting - Fast & Cheap Web Hosting Plans - UltaHost","Up to 20x Faster Shared Hosting","","title_token_matches:3 | vendor_token_matches:1 | jsonld_product_schema"
"9096037138671","gid://shopify/Product/9096037138671","UltaHost Shared Enterprise Hosting","shared-hosting-ultahost-enterprise","UltaHost","ACTIVE","","url","https://ultahost.com/shared-hosting","https://ultahost.com/shared-hosting","working","200","https://ultahost.com/shared-hosting","ultahost.com","0","likely_official_website","product_page","Shared Hosting - Fast & Cheap Web Hosting Plans - UltaHost","Up to 20x Faster Shared Hosting","","title_token_matches:3 | vendor_token_matches:1 | jsonld_product_schema"
"9096037204207","gid://shopify/Product/9096037204207","UltaHost Shared Premium Hosting","shared-hosting-ultahost-premium","UltaHost","ACTIVE","","url","https://ultahost.com/shared-hosting","https://ultahost.com/shared-hosting","working","200","https://ultahost.com/shared-hosting","ultahost.com","0","likely_official_website","product_page","Shared Hosting - Fast & Cheap Web Hosting Plans - UltaHost","Up to 20x Faster Shared Hosting","","title_token_matches:3 | vendor_token_matches:1 | jsonld_product_schema"
"9096037269743","gid://shopify/Product/9096037269743","UltaHost Shared Starter Hosting","shared-hosting-ultahost-starter","UltaHost","ACTIVE","","url","https://ultahost.com/shared-hosting","https://ultahost.com/shared-hosting","working","200","https://ultahost.com/shared-hosting","ultahost.com","0","likely_official_website","product_page","Shared Hosting - Fast & Cheap Web Hosting Plans - UltaHost","Up to 20x Faster Shared Hosting","","title_token_matches:3 | vendor_token_matches:1 | jsonld_product_schema"
"9096037335279","gid://shopify/Product/9096037335279","Verpex Bronze Shared Hosting","shared-hosting-verpex-bronze","Verpex","ACTIVE","","url","https://verpex.com/web-hosting","https://verpex.com/web-hosting","working","200","https://verpex.com/web-hosting","verpex.com","0","likely_official_website","product_page","Web Hosting Plans – Fast Setup, Free Domain, SSL & Backups","Launch Your Dream Online with Fast, Reliable Web Hosting","","title_token_matches:2 | vendor_token_matches:1"
"9096037400815","gid://shopify/Product/9096037400815","Verpex Enterprise Shared Hosting","shared-hosting-verpex-enterprise","Verpex","ACTIVE","","url","https://verpex.com/web-hosting","https://verpex.com/web-hosting","working","200","https://verpex.com/web-hosting","verpex.com","0","likely_official_website","product_page","Web Hosting Plans – Fast Setup, Free Domain, SSL & Backups","Launch Your Dream Online with Fast, Reliable Web Hosting","","title_token_matches:2 | vendor_token_matches:1"
"9096037466351","gid://shopify/Product/9096037466351","Verpex Gold Shared Hosting","shared-hosting-verpex-gold","Verpex","ACTIVE","","url","https://verpex.com/web-hosting","https://verpex.com/web-hosting","working","200","https://verpex.com/web-hosting","verpex.com","0","likely_official_website","product_page","Web Hosting Plans – Fast Setup, Free Domain, SSL & Backups","Launch Your Dream Online with Fast, Reliable Web Hosting","","title_token_matches:2 | vendor_token_matches:1"
"9096037499119","gid://shopify/Product/9096037499119","Verpex Platinum Shared Hosting","shared-hosting-verpex-platinum","Verpex","ACTIVE","","url","https://verpex.com/web-hosting","https://verpex.com/web-hosting","working","200","https://verpex.com/web-hosting","verpex.com","0","likely_official_website","product_page","Web Hosting Plans – Fast Setup, Free Domain, SSL & Backups","Launch Your Dream Online with Fast, Reliable Web Hosting","","title_token_matches:2 | vendor_token_matches:1"
"9096037564655","gid://shopify/Product/9096037564655","Verpex Silver Shared Hosting","shared-hosting-verpex-silver","Verpex","ACTIVE","","url","https://verpex.com/web-hosting","https://verpex.com/web-hosting","working","200","https://verpex.com/web-hosting","verpex.com","0","likely_official_website","product_page","Web Hosting Plans – Fast Setup, Free Domain, SSL & Backups","Launch Your Dream Online with Fast, Reliable Web Hosting","","title_token_matches:2 | vendor_token_matches:1"
"9096052310255","gid://shopify/Product/9096052310255","AccuWeb Dedicated Shared Hosting","dedicated-accuweb","AccuWeb Hosting","ACTIVE","","url","https://www.accuwebhosting.com/web-hosting","https://www.accuwebhosting.com/web-hosting","unreachable","403","https://www.accuwebhosting.com/web-hosting","accuwebhosting.com","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:2 | vendor_token_matches:2 | http_403"
"9096052441327","gid://shopify/Product/9096052441327","DreamHost Dedicated Shared Hosting","dedicated-hosting-dreamhost","DreamHost","ACTIVE","","url","https://www.dreamhost.com/hosting","https://www.dreamhost.com/hosting","working","200","https://www.dreamhost.com/hosting/","dreamhost.com","1","likely_official_website","product_page","Choose Your Hosting Plan - Buy Web Hosting - DreamHost","Choose Your Hosting Plan","","redirected_1_time | title_token_matches:2 | vendor_token_matches:1"
"9096052506863","gid://shopify/Product/9096052506863","FastComet Dedicated Shared Hosting","dedicated-hosting-fastcomet","FastComet","ACTIVE","","url","https://www.fastcomet.com/pricing","https://www.fastcomet.com/pricing","working","200","https://www.fastcomet.com/pricing","fastcomet.com","0","likely_official_website","product_page","Plans and Pricing • Cloud Hosting — FastComet","Shared Cloud SSD Hosting Powered by cPanel","","title_token_matches:3 | vendor_token_matches:1"
"9096052605167","gid://shopify/Product/9096052605167","GoDaddy Dedicated Shared Hosting","dedicated-hosting-godaddy","GoDaddy","ACTIVE","","url","https://www.godaddy.com/en-in/hosting/web-hosting","https://www.godaddy.com/en-in/hosting/web-hosting","unreachable","403","https://www.godaddy.com/en-in/hosting/web-hosting","godaddy.com","0","likely_official_website","unreachable","Access Denied","Access Denied","http_403","title_token_matches:2 | vendor_token_matches:1 | http_403"
"9096052703471","gid://shopify/Product/9096052703471","GreenGeeks Dedicated Shared Hosting","dedicated-hosting-greengeeks","GreenGeeks","ACTIVE","","url","https://www.greengeeks.com/web-hosting","https://www.greengeeks.com/web-hosting","working","200","https://www.greengeeks.com/web-hosting","greengeeks.com","0","likely_official_website","product_page","","","","title_token_matches:2 | vendor_token_matches:1"
"9096052801775","gid://shopify/Product/9096052801775","HostArmada Dedicated Shared Hosting","dedicated-hosting-hostarmada","HostArmada","ACTIVE","","url","https://hostarmada.com/pricing","https://hostarmada.com/pricing","working","200","https://hostarmada.com/pricing/","hostarmada.com","1","likely_official_website","product_page","HostArmada - Plans and Pricing","Products & Pricing","","redirected_1_time | title_token_matches:1 | vendor_token_matches:1"
"9096052867311","gid://shopify/Product/9096052867311","HostGator Dedicated Shared Hosting","dedicated-hosting-hostgator","HostGator","ACTIVE","","url","https://www.hostgator.com/web-hosting","https://www.hostgator.com/web-hosting","unreachable","403","https://www.hostgator.com/web-hosting","hostgator.com","0","likely_official_website","unreachable","Hostgator.com","","http_403","title_token_matches:2 | vendor_token_matches:1 | http_403"
"9096052932847","gid://shopify/Product/9096052932847","HostGator Dedicated Pro Shared Hosting","dedicated-hosting-hostgator-pro","HostGator","ACTIVE","","url","https://www.hostgator.com/web-hosting","https://www.hostgator.com/web-hosting","unreachable","403","https://www.hostgator.com/web-hosting","hostgator.com","0","likely_official_website","unreachable","Hostgator.com","","http_403","title_token_matches:2 | vendor_token_matches:1 | http_403"
"9096053031151","gid://shopify/Product/9096053031151","HostPapa Dedicated Shared Hosting","dedicated-hosting-hostpapa","HostPapa","ACTIVE","","url","https://www.hostpapa.com/web-hosting","https://www.hostpapa.com/web-hosting","unreachable","404","https://www.hostpapa.com/web-hosting/","hostpapa.com","1","likely_official_website","unreachable","Page Not Found | HostPapa","Page not found","http_404","redirected_1_time | title_token_matches:2 | vendor_token_matches:1 | http_404"
"9096053096687","gid://shopify/Product/9096053096687","HostWinds Dedicated Shared Hosting","dedicated-hosting-hostwinds","HostWinds","ACTIVE","","url","https://www.hostwinds.com/dedicated/servers","https://www.hostwinds.com/dedicated/servers","working","200","https://www.hostwinds.com/dedicated/servers","hostwinds.com","0","likely_official_website","product_page","Dedicated Server Hosting | Hostwinds","Dedicated Server Hosting","","title_token_matches:3 | vendor_token_matches:1"
"9096053162223","gid://shopify/Product/9096053162223","InterServer Dedicated Shared Hosting","dedicated-hosting-interserver","InterServer","ACTIVE","","url","https://www.interserver.net/webhosting","https://www.interserver.net/webhosting","unreachable","403","https://www.interserver.net/webhosting","interserver.net","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:2 | vendor_token_matches:1 | http_403"
"9096053227759","gid://shopify/Product/9096053227759","IONOS Dedicated Shared Hosting","dedicated-hosting-ionos","IONOS","ACTIVE","","url","https://www.ionos.com/hosting/web-hosting","https://www.ionos.com/hosting/web-hosting","working","200","https://www.ionos.com/hosting/web-hosting","ionos.com","0","likely_official_website","product_page","Web Hosting | Fast Hosting Services | 99.99% Uptime","Web hosting","","title_token_matches:2 | vendor_token_matches:1 | jsonld_product_schema"
"9096053326063","gid://shopify/Product/9096053326063","KnownHost Dedicated Shared Hosting","dedicated-hosting-knownhost","KnownHost","ACTIVE","","url","https://www.knownhost.com/web-hosting","https://www.knownhost.com/web-hosting","working","200","https://www.knownhost.com/web-hosting","knownhost.com","0","likely_official_website","product_page","Shared Web Hosting | Fast, Affordable & cPanel Included | KnownHost","Web Hosting","","title_token_matches:3 | vendor_token_matches:1"
"9096053424367","gid://shopify/Product/9096053424367","MochaHost Dedicated Shared Hosting","dedicated-hosting-mochahost","MochaHost","ACTIVE","","url","https://mochahost.com/dedicated-servers","https://mochahost.com/dedicated-servers","working","200","https://mochahost.com/dedicated-servers","mochahost.com","0","likely_official_website","product_page","Managed Linux VPS & Dedicated Hosting | Mochahost","Breakneck speeds and scalability are yours, all yours.","","title_token_matches:3 | vendor_token_matches:1"
"9096053489903","gid://shopify/Product/9096053489903","ScalaHosting Dedicated Shared Hosting","dedicated-hosting-scalahosting","ScalaHosting","ACTIVE","","url","https://www.scalahosting.com/shared-hosting","https://www.scalahosting.com/shared-hosting","unreachable","404","https://www.scalahosting.com/shared-hosting","scalahosting.com","0","likely_official_website","unreachable","ScalaHosting: Fastest Hosting. Real Humans. Perfect Score | ScalaHosting","404","http_404","title_token_matches:3 | vendor_token_matches:1 | http_404"
"9096053555439","gid://shopify/Product/9096053555439","UltaHost Dedicated Shared Hosting","dedicated-hosting-ultahost","UltaHost","ACTIVE","","url","https://ultahost.com/shared-hosting","https://ultahost.com/shared-hosting","working","200","https://ultahost.com/shared-hosting","ultahost.com","0","likely_official_website","product_page","Shared Hosting - Fast & Cheap Web Hosting Plans - UltaHost","Up to 20x Faster Shared Hosting","","title_token_matches:3 | vendor_token_matches:1 | jsonld_product_schema"
"9096053620975","gid://shopify/Product/9096053620975","TMDHosting Dedicated Shared Hosting","dedicated-hosting-tmdhosting","TMDHosting","ACTIVE","","url","https://www.tmdhosting.com/shared-hosting.html","https://www.tmdhosting.com/shared-hosting.html","working","200","https://www.tmdhosting.com/shared-hosting.html","tmdhosting.com","0","likely_official_website","product_page","Managed Shared Hosting Crafted for Superior Performance | TMDHosting","cPanel based Linux shared hosting that empowers your website or app","","title_token_matches:3 | vendor_token_matches:1"
"9096079442159","gid://shopify/Product/9096079442159","AccuWeb VPS Shared Hosting","vps-hosting-accuweb","AccuWeb Hosting","ACTIVE","","url","https://www.accuwebhosting.com/web-hosting","https://www.accuwebhosting.com/web-hosting","unreachable","403","https://www.accuwebhosting.com/web-hosting","accuwebhosting.com","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:2 | vendor_token_matches:2 | http_403"
"9096079704303","gid://shopify/Product/9096079704303","ChemiCloud VPS Shared Hosting","vps-hosting-chemicloud","ChemiCloud","ACTIVE","","url","https://chemicloud.com/web-hosting","https://chemicloud.com/web-hosting","working","200","https://chemicloud.com/web-hosting","chemicloud.com","0","likely_official_website","product_page","Shared Hosting Starting at $2.95 A Month | ChemiCloud","Shared Hosting for Every Website","","title_token_matches:3 | vendor_token_matches:1"
"9096079835375","gid://shopify/Product/9096079835375","DreamHost VPS Shared Hosting","vps-hosting-dreamhost","DreamHost","ACTIVE","","url","https://www.dreamhost.com/hosting","https://www.dreamhost.com/hosting","working","200","https://www.dreamhost.com/hosting/","dreamhost.com","1","likely_official_website","product_page","Choose Your Hosting Plan - Buy Web Hosting - DreamHost","Choose Your Hosting Plan","","redirected_1_time | title_token_matches:2 | vendor_token_matches:1"
"9096079966447","gid://shopify/Product/9096079966447","FastComet Cloud VPS Shared Hosting","vps-hosting-fastcomet-cloud","FastComet","ACTIVE","","url","https://www.fastcomet.com/pricing","https://www.fastcomet.com/pricing","working","200","https://www.fastcomet.com/pricing","fastcomet.com","0","likely_official_website","product_page","Plans and Pricing • Cloud Hosting — FastComet","Shared Cloud SSD Hosting Powered by cPanel","","title_token_matches:3 | vendor_token_matches:1"
"9096080130287","gid://shopify/Product/9096080130287","GoDaddy VPS Shared Hosting","vps-hosting-godaddy","GoDaddy","ACTIVE","","url","https://www.godaddy.com/en-in/hosting/web-hosting","https://www.godaddy.com/en-in/hosting/web-hosting","unreachable","403","https://www.godaddy.com/en-in/hosting/web-hosting","godaddy.com","0","likely_official_website","unreachable","Access Denied","Access Denied","http_403","title_token_matches:2 | vendor_token_matches:1 | http_403"
"9096080228591","gid://shopify/Product/9096080228591","GreenGeeks VPS Shared Hosting","vps-hosting-greengeeks","GreenGeeks","ACTIVE","","url","https://www.greengeeks.com/web-hosting","https://www.greengeeks.com/web-hosting","working","200","https://www.greengeeks.com/web-hosting","greengeeks.com","0","likely_official_website","product_page","","","","title_token_matches:2 | vendor_token_matches:1"
"9096080359663","gid://shopify/Product/9096080359663","HostArmada VPS Shared Hosting","vps-hosting-hostarmada","HostArmada","ACTIVE","","url","https://hostarmada.com/pricing","https://hostarmada.com/pricing","working","200","https://hostarmada.com/pricing/","hostarmada.com","1","likely_official_website","product_page","HostArmada - Plans and Pricing","Products & Pricing","","redirected_1_time | title_token_matches:1 | vendor_token_matches:1"
"9096080490735","gid://shopify/Product/9096080490735","HostGator VPS Shared Hosting","vps-hosting-hostgator","HostGator","ACTIVE","","url","https://www.hostgator.com/web-hosting","https://www.hostgator.com/web-hosting","unreachable","403","https://www.hostgator.com/web-hosting","hostgator.com","0","likely_official_website","unreachable","Hostgator.com","","http_403","title_token_matches:2 | vendor_token_matches:1 | http_403"
"9096080556271","gid://shopify/Product/9096080556271","HostPapa VPS Shared Hosting","vps-hosting-hostpapa","HostPapa","ACTIVE","","url","https://www.hostpapa.com/web-hosting","https://www.hostpapa.com/web-hosting","unreachable","404","https://www.hostpapa.com/web-hosting/","hostpapa.com","1","likely_official_website","unreachable","Page Not Found | HostPapa","Page not found","http_404","redirected_1_time | title_token_matches:2 | vendor_token_matches:1 | http_404"
"9096080687343","gid://shopify/Product/9096080687343","HostWinds VPS Shared Hosting","vps-hosting-hostwinds","HostWinds","ACTIVE","","url","https://www.hostwinds.com/hosting/shared","https://www.hostwinds.com/hosting/shared","working","200","https://www.hostwinds.com/hosting/shared","hostwinds.com","0","likely_official_website","product_page","Fast and Affordable Web Hosting | Hostwinds","Fast & Affordable Web Hosting","","title_token_matches:3 | vendor_token_matches:1"
"9096080851183","gid://shopify/Product/9096080851183","InterServer VPS Shared Hosting","vps-hosting-interserver","InterServer","ACTIVE","","url","https://www.interserver.net/webhosting","https://www.interserver.net/webhosting","unreachable","403","https://www.interserver.net/webhosting","interserver.net","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:2 | vendor_token_matches:1 | http_403"
"9096080949487","gid://shopify/Product/9096080949487","IONOS VPS Shared Hosting","vps-hosting-ionos","IONOS","ACTIVE","","url","https://www.ionos.com/hosting/web-hosting","https://www.ionos.com/hosting/web-hosting","working","200","https://www.ionos.com/hosting/web-hosting","ionos.com","0","likely_official_website","product_page","Web Hosting | Fast Hosting Services | 99.99% Uptime","Web hosting","","title_token_matches:2 | vendor_token_matches:1 | jsonld_product_schema"
"9096081080559","gid://shopify/Product/9096081080559","KnownHost VPS Shared Hosting","vps-hosting-knownhost","KnownHost","ACTIVE","","url","https://www.knownhost.com/web-hosting","https://www.knownhost.com/web-hosting","working","200","https://www.knownhost.com/web-hosting","knownhost.com","0","likely_official_website","product_page","Shared Web Hosting | Fast, Affordable & cPanel Included | KnownHost","Web Hosting","","title_token_matches:3 | vendor_token_matches:1"
"9096081211631","gid://shopify/Product/9096081211631","MochaHost VPS Shared Hosting","vps-hosting-mochahost","MochaHost","ACTIVE","","url","https://mochahost.com/dedicated-servers","https://mochahost.com/dedicated-servers","working","200","https://mochahost.com/dedicated-servers","mochahost.com","0","likely_official_website","product_page","Managed Linux VPS & Dedicated Hosting | Mochahost","Breakneck speeds and scalability are yours, all yours.","","title_token_matches:3 | vendor_token_matches:1"
"9096081375471","gid://shopify/Product/9096081375471","ScalaHosting VPS Shared Hosting","vps-hosting-scalahosting","ScalaHosting","ACTIVE","","url","https://www.scalahosting.com/shared-hosting","https://www.scalahosting.com/shared-hosting","unreachable","404","https://www.scalahosting.com/shared-hosting","scalahosting.com","0","likely_official_website","unreachable","ScalaHosting: Fastest Hosting. Real Humans. Perfect Score | ScalaHosting","404","http_404","title_token_matches:3 | vendor_token_matches:1 | http_404"
"9096081473775","gid://shopify/Product/9096081473775","TMDHosting VPS Shared Hosting","vps-hosting-tmdhosting","TMDHosting","ACTIVE","","url","https://www.tmdhosting.com/shared-hosting.html","https://www.tmdhosting.com/shared-hosting.html","working","200","https://www.tmdhosting.com/shared-hosting.html","tmdhosting.com","0","likely_official_website","product_page","Managed Shared Hosting Crafted for Superior Performance | TMDHosting","cPanel based Linux shared hosting that empowers your website or app","","title_token_matches:3 | vendor_token_matches:1"
"9096081604847","gid://shopify/Product/9096081604847","UltaHost VPS Shared Hosting","vps-hosting-ultahost","UltaHost","ACTIVE","","url","https://ultahost.com/shared-hosting","https://ultahost.com/shared-hosting","working","200","https://ultahost.com/shared-hosting","ultahost.com","0","likely_official_website","product_page","Shared Hosting - Fast & Cheap Web Hosting Plans - UltaHost","Up to 20x Faster Shared Hosting","","title_token_matches:3 | vendor_token_matches:1 | jsonld_product_schema"
"9096164868335","gid://shopify/Product/9096164868335","AccuWeb Cloud Shared Hosting","cloud-hosting-accuweb","AccuWeb Hosting","ACTIVE","","url","https://www.accuwebhosting.com/web-hosting","https://www.accuwebhosting.com/web-hosting","unreachable","403","https://www.accuwebhosting.com/web-hosting","accuwebhosting.com","0","likely_official_website","unreachable","Just a moment...","","http_403","title_token_matches:2 | vendor_token_matches:2 | http_403"
"9096165130479","gid://shopify/Product/9096165130479","DreamHost Cloud Shared Hosting","cloud-hosting-dreamhost","DreamHost","ACTIVE","","url","https://www.dreamhost.com/hosting","https://www.dreamhost.com/hosting","working","200","https://www.dreamhost.com/hosting/","dreamhost.com","1","likely_official_website","product_page","Choose Your Hosting Plan - Buy Web Hosting - DreamHost","Choose Your Hosting Plan","","redirected_1_time | title_token_matches:2 | vendor_token_matches:1"
"9096165294319","gid://shopify/Product/9096165294319","FastComet Cloud Shared Hosting","cloud-hosting-fastcomet","FastComet","ACTIVE","","url","https://www.fastcomet.com/pricing","https://www.fastcomet.com/pricing","working","200","https://www.fastcomet.com/pricing","fastcomet.com","0","likely_official_website","product_page","Plans and Pricing • Cloud Hosting — FastComet","Shared Cloud SSD Hosting Powered by cPanel","","title_token_matches:3 | vendor_token_matches:1"
"9096165425391","gid://shopify/Product/9096165425391","FastComet Cloud Dedicated Shared Hosting","cloud-dedicated-hosting-fastcomet","FastComet","ACTIVE","","url","https://www.fastcomet.com/pricing","https://www.fastcomet.com/pricing","working","200","https://www.fastcomet.com/pricing","fastcomet.com","0","likely_official_website","product_page","Plans and Pricing • Cloud Hosting — FastComet","Shared Cloud SSD Hosting Powered by cPanel","","title_token_matches:3 | vendor_token_matches:1"
